user_id,book_id,rating
357,495,5
357,3092,4
357,13,5
357,14,5
357,2584,5
357,879,4
357,48,4
357,55,5
357,196,4
357,1586,4
357,1218,5
357,1925,5
357,5673,3
357,4342,4
357,100,3
69,101,4
69,516,5
69,94,5
357,219,5
357,362,4
357,493,4
357,1106,4
357,2781,4
357,3061,4
357,3795,4
357,1937,4
357,5229,4
357,8859,4
69,550,5
69,115,4
357,6727,3
357,8,3
357,5,4
357,58,4
357,71,2
357,7,5
357,161,5
357,19,5
357,155,5
357,611,5
69,658,4
357,4976,5
69,6917,4
69,6844,5
69,7462,3
69,3598,3
69,1392,5
69,2910,2
69,194,5
69,495,4
69,3560,5
69,45,4
69,8404,5
357,173,2
69,9645,5
69,1056,4
357,499,5
357,321,4
357,388,5
357,6755,3
357,5455,3
183,87,3
183,2367,4
357,85,5
357,157,3
357,102,5
357,935,5
357,59,4
357,375,5
357,786,4
357,278,4
357,130,3
388,42,3
388,356,3
388,937,5
388,747,5
388,1350,5
388,1259,5
388,10,5
388,2857,5
388,122,2
388,93,4
388,4,4
388,171,4
388,916,4
301,7,3
301,510,4
301,1362,3
301,1278,3
301,1249,3
301,2,3
301,23,3
301,18,4
301,24,3
301,21,4
301,27,4
301,116,4
301,58,3
301,371,4
301,633,3
301,6318,4
301,432,4
301,1003,4
301,1235,3
301,2056,4
301,8555,4
301,9664,4
301,7436,1
301,3584,4
301,640,3
301,180,3
301,1015,2
301,361,3
301,83,3
301,19,4
301,155,4
301,161,4
301,54,4
301,599,4
301,751,4
301,1014,4
301,488,3
301,28,3
301,103,5
301,1342,4
301,1924,4
301,429,4
301,1768,4
301,1089,4
301,1343,4
301,2554,4
301,3246,4
301,3247,4
301,2086,4
301,2489,4
301,2043,4
301,2944,4
301,6144,4
301,2718,4
301,2658,4
301,2470,4
301,2469,4
301,894,4
301,3362,4
301,1368,4
301,3200,4
301,283,4
301,2452,4
301,2677,4
301,2936,4
301,755,4
301,3359,4
301,110,4
301,135,4
301,403,4
301,288,4
301,785,4
301,2673,4
301,628,4
301,1972,5
301,2666,4
301,2859,4
301,3500,3
301,1880,3
301,2416,3
301,6380,4
301,289,3
301,1161,3
301,1693,5
301,1862,4
301,2640,4
301,126,4
301,9749,4
301,1105,4
301,1262,4
301,2817,4
301,9675,4
301,2045,4
301,8049,4
301,6440,2
301,9429,4
301,547,3
301,298,4
301,1204,4
69,323,5
69,372,4
69,344,5
69,662,5
69,65,5
69,239,2
69,663,5
416,1842,2
416,26,3
416,287,3
416,11,4
416,111,4
416,33,4
416,100,5
416,150,4
416,57,4
416,118,4
416,22,4
416,1083,3
416,1547,2
416,1144,4
416,860,3
416,1752,4
416,1843,4
183,60,3
183,5150,4
416,186,4
416,38,5
416,378,4
416,4513,4
357,412,5
481,6195,4
481,14,4
481,1102,4
481,2755,3
481,1681,3
481,103,5
481,278,4
481,50,5
481,661,5
481,335,5
481,158,5
481,1886,5
481,4228,5
481,4881,5
481,6606,5
481,5752,5
481,5879,5
481,7027,5
481,7014,5
481,3133,4
481,439,5
481,9114,4
481,879,3
481,102,5
481,8817,5
481,4646,4
481,782,1
481,709,3
481,2328,4
481,626,4
481,5253,4
481,2722,5
481,602,4
481,133,3
481,116,4
481,271,5
481,117,4
481,5972,5
532,4359,4
532,111,3
532,122,4
532,100,5
532,35,5
532,11,2
532,26,3
532,138,3
532,60,4
532,5,4
532,8,5
549,8996,5
549,2053,5
549,1319,4
549,4485,4
549,1624,5
549,614,5
549,213,4
549,3540,5
549,6726,4
549,943,4
549,101,4
549,344,4
549,4504,5
549,5404,3
549,6633,5
549,58,4
549,116,4
549,3755,5
549,879,4
549,357,4
549,6055,3
549,375,4
549,19,3
549,155,3
549,161,3
549,2079,4
549,2559,4
549,7579,4
549,1299,4
549,4316,4
549,1503,4
549,2274,4
549,325,4
549,476,4
549,704,4
549,2089,4
549,9095,4
549,233,3
549,94,3
549,2128,4
549,9860,3
549,6382,3
549,9761,4
549,959,3
549,1135,5
549,8440,5
549,570,4
549,1561,4
549,121,4
549,2464,4
549,8625,4
549,7563,4
549,7907,5
549,2561,4
549,1133,5
549,4605,4
549,162,5
481,346,5
590,79,3
590,26,5
590,301,1
590,586,5
590,1944,5
590,186,4
590,27,3
590,21,4
590,2,4
590,23,4
590,18,5
590,24,5
590,29,5
590,154,3
590,125,4
590,530,5
590,248,2
590,770,4
590,263,5
590,6296,5
590,4,3
590,87,5
590,36,3
590,8,4
590,10,5
590,9,5
590,1171,5
590,2202,4
590,6391,4
590,6402,4
590,7546,4
590,8795,4
590,1305,3
590,5,4
590,377,3
590,369,4
590,130,1
590,160,5
590,354,1
590,2642,5
590,9409,3
590,1367,5
590,108,2
590,955,2
590,1436,2
590,1063,2
590,77,2
590,5632,3
590,213,1
590,59,3
590,158,3
590,5402,1
590,3583,4
590,3452,2
590,500,2
590,321,3
590,2032,3
590,1526,2
590,138,3
590,71,1
590,103,4
590,48,3
590,715,2
590,2052,3
590,718,3
590,335,3
590,1495,4
590,7393,3
590,5880,3
590,2365,2
590,1784,3
590,8996,2
590,181,3
590,241,2
590,6932,3
481,545,5
416,46,4
590,2278,2
590,14,2
590,37,3
590,32,2
590,58,2
590,387,3
481,1520,4
632,5076,4
632,6475,3
632,9579,2
632,2259,4
632,4391,4
632,3024,4
632,212,1
632,4605,2
632,2025,3
632,3338,3
632,4510,3
632,1005,2
632,499,3
632,4429,2
632,4238,4
632,365,5
632,658,3
632,1380,3
632,5948,4
632,191,4
632,3428,3
632,121,5
632,2615,4
632,426,5
632,8920,2
632,1318,2
632,1739,2
632,9214,4
632,104,5
632,1121,5
632,9793,4
632,1797,5
632,6154,5
632,1657,5
632,9630,5
632,8975,4
632,1392,3
632,1586,3
632,101,5
632,344,4
632,372,3
632,943,5
632,1923,3
632,1312,4
632,405,3
632,65,4
632,297,5
632,129,4
632,5804,4
632,1315,4
632,3560,3
632,8071,2
632,4301,4
632,1329,4
632,9857,4
632,284,4
632,4960,4
632,5865,4
632,6320,2
632,8805,3
632,1571,3
632,178,3
632,1133,4
632,8,4
632,113,5
632,13,5
632,14,5
632,614,4
632,213,3
632,498,4
632,177,4
632,1364,3
632,523,3
632,3092,1
632,483,3
632,162,4
632,495,2
632,1214,5
632,25,4
632,21,4
632,2,2
632,23,2
632,24,4
632,18,4
167,5627,4
167,4418,4
167,5863,4
167,3349,5
481,8915,5
167,2643,3
590,5621,3
590,107,1
590,4357,3
651,5493,5
651,158,5
651,2,5
651,24,4
651,21,4
651,27,4
651,26,4
651,18,5
651,23,4
651,33,5
651,9,5
651,78,3
651,952,4
651,411,3
651,308,5
651,955,4
651,1063,5
651,868,5
651,8161,5
651,80,5
651,5325,5
651,108,5
651,1711,3
651,2938,2
651,3610,1
651,4005,5
651,45,4
651,170,3
648,60,4
648,38,4
648,57,3
648,3046,2
648,3613,3
648,4,4
648,8,3
648,2,5
648,24,5
648,5,4
648,21,4
648,27,4
648,11,4
648,26,5
648,18,5
648,101,3
648,23,4
648,65,5
648,14,4
648,115,3
648,33,4
648,32,2
648,344,2
648,495,3
648,100,2
648,121,2
648,45,1
648,405,4
648,9,4
648,238,2
657,65,5
657,94,5
657,495,5
657,113,4
657,2,3
657,1239,4
657,325,3
657,8,5
657,13,5
657,4,4
657,5,4
657,14,4
657,26,2
657,21,4
657,18,4
657,24,4
657,55,3
657,27,3
657,32,4
657,28,3
657,45,4
657,23,3
657,92,3
657,483,5
657,54,4
657,189,4
657,408,4
657,7644,4
657,687,3
651,132,4
549,718,4
549,887,4
549,8838,3
549,8366,5
549,6181,5
549,5257,4
549,2931,5
549,2187,5
549,360,4
549,14,5
549,13,5
549,436,4
549,4793,3
549,4,5
549,1859,5
549,2621,4
651,6121,2
549,1031,5
590,390,2
590,1555,2
349,520,4
349,87,5
349,9,3
349,662,4
349,709,5
349,19,5
349,8,4
349,70,4
349,323,4
349,94,5
349,28,4
349,35,3
349,26,3
349,95,4
349,1544,4
349,181,4
349,249,5
349,5,4
349,115,4
349,45,4
349,212,4
349,8915,4
349,4120,5
349,900,5
349,5556,3
349,7923,5
349,6220,5
349,5537,5
349,7842,3
349,653,5
349,7651,3
349,4699,4
349,1888,5
349,268,2
349,820,4
349,6364,3
349,758,4
349,516,5
349,658,4
349,177,5
349,7401,5
349,485,5
349,4106,3
349,1041,5
349,3377,4
349,172,5
349,498,4
349,178,3
349,264,5
349,395,3
349,401,4
651,5130,3
590,853,3
349,2810,3
349,8697,3
349,6688,4
349,424,5
349,2259,3
349,5346,5
349,3590,4
349,840,5
349,2942,4
349,3776,3
349,6173,5
349,3869,4
349,5596,5
349,3123,3
349,9834,3
349,1378,4
349,3916,4
349,5420,5
349,3625,4
349,13,4
349,298,4
349,14,3
349,3061,3
349,362,4
349,3828,3
349,121,5
349,3321,4
349,1096,4
349,456,4
349,730,2
349,1161,3
349,131,4
349,2559,4
349,7579,4
349,92,4
349,546,3
349,1102,4
349,736,4
349,4232,4
349,3930,4
349,65,4
349,405,3
349,297,4
349,55,4
349,959,4
349,492,3
349,432,5
349,483,4
349,614,4
349,3020,5
349,426,4
349,4139,3
349,436,3
349,196,3
349,969,3
714,11,3
714,779,5
714,5448,3
714,35,2
714,287,1
714,255,5
714,903,3
714,189,4
714,693,5
714,1677,4
714,989,3
714,7146,5
714,1085,5
714,2789,4
714,33,1
714,26,5
724,3156,4
724,8355,4
724,9204,4
349,6895,3
725,915,2
725,1139,1
725,1423,2
725,118,4
725,2136,2
725,911,2
725,6566,3
725,1564,2
725,660,3
725,476,5
725,325,5
725,704,5
725,2089,4
725,4392,3
725,4130,3
725,1936,4
725,730,4
725,1161,5
725,3079,4
725,119,5
725,883,5
725,2561,2
725,1845,5
725,860,3
725,64,3
725,908,3
725,331,3
725,328,3
725,487,3
725,575,1
725,640,1
725,2594,3
725,1296,2
725,1592,1
725,693,3
725,162,5
725,872,5
725,354,5
725,2508,5
725,171,5
725,76,5
725,230,5
725,471,5
725,451,4
725,372,4
725,943,4
725,1923,4
725,344,4
725,297,4
725,2172,5
725,1676,4
725,3600,3
725,205,2
725,461,5
725,595,5
725,658,5
725,2869,5
725,4640,5
725,8111,4
725,496,4
725,2047,3
725,2406,2
725,2965,2
725,3407,2
725,3597,4
725,820,5
725,177,5
725,133,3
695,211,5
695,407,4
695,57,4
695,150,4
695,11,4
695,495,4
695,516,4
695,115,4
695,113,4
695,6274,5
695,398,5
695,60,3
695,101,3
695,5,3
695,8,4
695,284,4
695,65,2
695,35,2
695,94,2
695,3692,5
695,2374,4
714,2,4
714,23,4
714,18,4
714,27,5
714,21,5
714,24,4
714,1189,4
714,142,4
714,84,4
714,487,3
714,660,4
714,1117,4
714,575,5
714,640,2
714,2594,2
714,1296,2
714,1592,2
714,1564,3
714,5739,3
752,217,4
752,1068,5
752,3631,3
752,2727,5
752,3543,5
752,6954,4
752,11,5
752,6944,3
752,2400,3
752,3570,5
752,8312,4
752,1677,2
752,4915,2
752,640,3
752,3643,4
752,2835,3
752,258,5
752,919,5
752,6802,3
752,733,5
752,1296,3
752,575,3
752,2252,3
752,6333,5
752,114,4
752,2651,4
752,5013,3
752,969,3
752,426,4
752,179,5
752,4811,3
752,407,3
752,5885,4
752,132,2
752,2647,2
755,1458,5
755,115,4
755,233,5
590,4311,2
590,3595,3
590,595,2
755,70,5
755,492,3
714,1100,5
714,2827,4
714,3533,2
714,6975,5
714,6276,2
714,6533,1
714,8399,1
714,9866,3
714,8199,2
714,9628,4
714,6069,4
714,5061,3
714,3029,4
714,1755,5
714,2073,4
714,2323,4
714,3569,2
714,4924,3
714,5423,2
714,2595,3
714,5525,2
714,4353,2
714,3760,1
714,6324,2
714,6399,4
714,6306,2
714,4756,5
714,3620,1
714,3640,2
714,6200,2
714,882,3
714,5743,3
714,5705,3
714,4905,2
714,8386,2
714,6439,5
714,9440,2
714,6760,3
714,227,4
714,123,4
714,343,4
714,596,2
714,281,2
714,1037,2
714,833,2
714,1057,2
714,1245,3
714,1388,2
714,1407,1
714,1301,2
714,1573,2
714,1733,1
714,963,3
714,86,1
714,9,4
714,170,3
714,145,1
714,1817,4
714,5443,2
714,6589,2
714,5010,3
714,7351,2
714,5764,4
714,8026,2
714,7830,3
714,8131,2
714,2973,4
714,1793,2
763,130,4
763,395,5
763,401,4
763,883,5
763,2259,4
763,3387,5
763,131,3
763,1239,5
763,233,4
763,94,4
763,8,4
763,709,4
763,483,4
763,405,4
763,54,5
763,4,5
763,5,4
763,189,3
763,35,3
763,323,4
763,2926,4
763,476,4
763,704,3
763,2089,3
763,4130,3
763,8735,3
763,9722,3
763,6322,3
763,219,4
763,2274,3
763,80,3
763,32,3
763,2004,3
763,3079,3
763,7826,3
763,6335,3
763,4475,4
763,1544,4
763,7644,3
763,2403,3
763,255,4
763,4298,3
763,284,3
763,546,3
763,9874,3
763,3764,3
763,5704,2
763,129,4
763,2411,3
763,6909,4
763,5508,4
763,1320,4
763,614,3
763,436,4
763,3560,3
763,3519,4
763,8107,4
714,345,4
714,53,4
651,1986,5
763,2015,2
763,92,4
763,211,3
763,127,3
763,916,2
763,1272,4
763,26,2
763,1088,4
763,2339,4
763,640,1
763,730,3
763,2601,3
763,1466,4
763,6291,4
763,113,4
763,3143,3
763,887,4
763,9606,3
763,225,3
763,1161,4
763,3172,4
875,3501,3
875,11,5
875,150,4
875,378,4
875,180,3
875,198,4
875,60,4
875,6274,5
875,4092,5
875,5434,4
875,777,3
875,310,4
875,465,4
875,1748,3
763,3979,3
183,398,4
183,520,3
183,508,4
183,238,3
183,383,3
183,75,2
183,1005,4
183,405,4
549,9123,4
940,4214,3
940,1020,3
940,223,3
940,1825,4
940,561,3
940,53,1
940,62,1
940,71,1
940,2846,3
940,362,4
940,1258,3
940,2741,3
940,1938,3
940,19,3
940,7,3
940,8870,4
940,3071,3
940,161,3
940,155,3
940,479,2
940,5907,4
940,8010,3
940,5589,3
940,8153,3
940,9761,3
940,1272,4
940,3628,4
940,4483,4
940,6920,4
940,1010,4
940,5580,4
940,177,4
940,2860,3
940,9255,3
940,767,3
940,1373,2
940,2523,2
940,1707,3
940,1734,3
940,7081,3
940,6189,3
940,7266,2
940,3646,3
940,358,2
940,798,2
940,251,3
940,157,3
940,2620,4
940,131,3
940,1178,2
940,2049,3
940,2976,3
940,4236,3
940,5114,3
940,5860,3
940,375,3
940,1061,3
940,542,4
940,641,4
940,332,4
940,602,3
940,1788,3
940,347,4
940,314,2
940,321,4
940,1431,2
940,6078,3
940,2597,3
940,184,3
940,335,3
940,6003,5
940,876,4
940,7011,3
940,9239,3
940,4592,3
940,8626,2
940,497,3
940,2311,4
940,4419,4
940,386,3
940,730,3
940,2680,3
940,1305,3
940,454,3
940,1313,3
940,544,2
943,10,5
943,76,4
943,2136,1
943,171,2
943,111,1
943,328,4
943,64,4
943,1685,2
943,2433,2
943,43,4
943,1597,4
943,150,4
943,6695,4
943,228,2
943,118,4
943,848,2
943,1487,5
943,325,5
943,476,4
943,22,3
943,33,4
943,625,4
943,212,1
943,373,4
943,3836,5
943,75,3
943,496,4
943,937,3
943,4,4
943,37,4
943,63,4
943,5,3
943,1970,2
943,59,4
943,130,4
940,853,3
940,1742,3
940,89,4
940,5089,3
940,997,2
875,662,5
875,25,5
875,233,4
940,4094,3
940,1383,3
940,1662,4
940,5311,4
940,8192,2
940,1877,4
940,2315,3
940,94,1
972,407,5
940,345,1
976,57,5
695,8928,5
695,1672,4
695,33,4
695,64,4
695,616,4
695,36,5
695,2190,5
976,67,5
976,181,3
976,122,3
976,372,3
976,11,5
532,92,5
978,19,5
978,161,5
978,155,5
978,70,4
978,48,4
978,335,3
978,959,1
978,4793,4
978,138,2
978,79,5
978,341,5
183,121,4
976,100,5
976,119,1
976,138,1
976,79,1
976,770,1
976,248,3
976,29,3
976,13,5
976,10,4
976,55,4
976,28,5
976,26,3
976,1642,5
976,763,4
976,50,5
976,4,5
976,115,5
976,83,5
976,58,3
976,2860,1
976,32,2
976,341,1
976,125,2
976,238,4
976,557,2
976,306,5
976,129,4
976,60,5
976,33,4
976,65,2
976,8,1
976,2,3
976,24,5
976,21,5
976,27,5
976,18,5
976,604,3
976,150,2
976,22,1
976,136,1
976,592,5
976,154,1
976,354,3
1047,33,3
1047,9,3
1047,38,3
1047,287,3
1047,233,4
1047,191,4
1047,13,3
1047,255,2
976,323,1
978,323,4
978,154,1
978,114,1
1047,587,3
875,2,4
875,24,4
875,27,5
875,21,5
875,18,5
875,23,4
875,5978,5
875,1875,5
875,2731,5
875,6373,5
875,5056,3
875,8585,4
875,335,5
875,158,5
875,184,5
875,2127,4
875,3743,5
875,6395,4
875,728,4
875,296,5
875,971,5
875,2049,4
978,173,4
349,948,4
349,3085,4
349,4634,4
349,879,3
349,1314,5
1047,1090,3
978,919,2
978,15,3
481,881,5
481,2487,5
978,1916,4
978,2049,4
978,3250,3
976,5853,2
976,172,1
976,736,2
976,331,3
976,616,3
976,1149,1
976,64,2
976,1145,1
976,1234,4
976,2982,1
976,560,3
976,173,1
976,3400,3
976,4983,1
976,339,5
976,87,3
976,1465,4
976,304,5
976,391,5
976,271,5
976,9647,5
976,37,4
976,461,2
976,730,1
875,1421,3
875,212,4
875,26,3
875,4,5
875,6885,4
875,234,4
1111,219,5
1111,1106,5
1111,284,3
1111,29,4
1111,770,2
1111,154,3
1111,138,2
1111,387,3
1111,456,3
1111,6535,5
1111,26,3
1116,36,5
1116,43,2
1116,101,4
1116,113,5
1116,50,5
1116,184,4
1116,120,4
976,1348,5
1122,1283,4
1122,3187,4
1122,4,5
1122,5,4
1122,8,5
1122,483,4
1122,26,2
1122,32,4
1122,60,5
1122,115,3
1122,55,4
1122,58,4
1122,495,4
1122,287,5
1122,233,5
1122,45,5
1122,1928,3
1122,2914,3
1122,7,5
1122,50,4
1122,94,4
1122,42,3
1122,19,5
1122,289,4
1122,13,5
1122,903,4
1122,117,5
1122,1196,4
1122,593,5
1122,1629,4
1122,1591,4
1122,587,3
1122,3296,3
1122,172,5
1122,498,4
1122,177,4
1122,1041,3
1122,3556,3
1122,1142,4
1122,2259,3
1122,196,4
1122,1389,3
1122,951,4
1122,484,4
1122,162,5
1122,178,5
1122,130,4
1122,264,5
1122,395,5
1122,5754,5
1122,48,4
1122,181,4
1122,239,4
1122,245,4
1122,2586,5
1122,6895,4
1122,436,5
1122,301,3
1122,70,5
1122,80,4
1122,129,4
1122,1074,4
1122,956,4
1122,180,5
1122,1639,5
1122,6620,4
1122,5537,5
1122,8915,4
1122,6220,5
1122,1444,4
1122,7923,5
1137,378,3
1137,81,3
1137,199,4
1137,3156,2
1137,121,3
714,2284,1
1138,495,5
1138,58,5
1138,60,3
1138,55,4
1138,26,2
1138,172,5
1138,13,4
1138,7,3
1138,45,4
1138,498,5
1138,177,5
1138,1142,4
1138,162,3
1138,264,5
1138,395,5
1138,48,3
1138,180,4
1138,70,4
1138,129,5
1138,436,5
1116,278,5
1116,85,5
1116,364,4
1116,132,5
1116,64,5
1116,1283,4
1116,476,5
1116,416,4
1116,335,4
1116,158,5
1116,373,4
1116,9645,5
1116,1312,5
1116,154,3
1116,353,2
1116,29,3
1116,248,5
1116,125,2
1116,6704,5
1116,620,5
1116,8750,5
1116,177,4
1116,114,5
1148,8015,4
1127,26,4
1127,757,5
1127,242,4
1127,266,4
1127,2737,4
1127,2746,4
1127,1260,3
1127,2398,5
1127,3223,4
1127,2214,5
1127,2547,4
1127,3455,4
1127,2519,5
1127,2277,4
1127,4813,5
1127,6728,5
1127,5201,5
1127,5443,3
1127,5764,4
1127,5010,5
1127,7351,5
1127,168,5
1127,1261,5
1127,609,4
1127,1389,3
1127,196,4
1150,8588,5
1150,1500,4
1150,7842,5
1150,520,4
1137,4899,2
1137,5216,3
1137,3556,3
1137,78,2
690,62,4
690,368,3
690,480,5
690,937,4
690,7655,4
690,42,5
1137,5297,2
690,1590,4
690,5114,3
690,6959,4
690,4236,3
690,1916,4
690,2976,4
690,2049,4
690,5860,3
690,1825,4
690,4658,3
690,999,4
690,3304,4
690,9,2
690,109,3
690,559,3
690,364,3
690,1783,5
690,200,3
690,7868,3
690,8168,4
690,1580,4
690,4244,5
690,6138,5
690,2988,5
690,635,4
690,824,5
690,1521,4
690,531,4
690,362,4
690,3381,4
690,646,3
690,4309,3
690,102,3
690,3457,4
690,79,3
690,2215,4
690,456,4
690,1785,3
690,125,4
690,257,4
690,6438,4
690,6018,4
690,3595,5
690,37,3
690,663,3
690,1843,3
690,1624,3
690,4584,4
690,15,3
690,22,2
690,895,2
690,43,4
690,2875,3
690,8503,4
690,740,4
690,7210,3
690,792,4
690,6039,4
690,93,4
690,1970,2
690,782,3
690,9921,4
690,4014,2
690,133,5
690,1949,3
690,829,3
690,941,2
690,1664,3
690,1892,4
690,2380,4
690,672,2
690,935,3
690,1178,4
1137,6029,3
976,646,1
1127,840,5
1127,2942,3
1127,2,3
1127,24,5
1127,27,4
1127,21,3
1127,18,3
1127,23,3
1127,14,4
1127,13,4
1127,32,3
1127,131,2
1127,730,3
1127,5,2
1127,58,5
1127,323,4
1127,84,3
1127,205,4
1127,4,4
1127,28,3
1127,7,5
1127,19,4
1127,155,4
1127,161,5
1127,138,2
1127,79,5
1127,71,4
1127,531,3
1127,530,4
1127,2366,3
1127,4149,4
1127,2763,3
1127,209,3
1127,431,4
1127,1802,3
1127,4422,3
1127,772,4
1127,2342,3
1127,1432,3
1127,6820,3
1127,180,3
1127,109,5
1127,125,3
1127,29,2
1150,3590,4
1150,736,5
1150,2464,4
1127,248,4
1127,804,3
1127,773,3
1127,839,3
1127,770,3
1127,3700,3
1150,653,5
1150,1657,5
1150,5076,3
1150,3650,4
1150,3338,4
1150,819,5
1150,162,4
1150,5019,4
1150,191,4
1150,8,4
1150,709,4
1150,490,4
1150,1265,4
1150,516,3
1150,8737,5
1150,4973,4
1150,5,3
1150,13,5
1150,65,5
1150,115,3
1150,58,4
1150,495,3
1150,94,5
1150,483,4
1150,233,4
1150,405,4
1150,121,5
1150,1238,5
1150,895,4
1150,213,5
1150,430,4
1150,1205,5
1150,360,4
1150,1620,5
1150,974,4
1150,268,4
1150,8114,4
1150,2766,4
1150,485,2
1127,969,3
1127,6442,3
1127,6877,3
1150,4526,4
1150,1444,5
1150,1318,4
1150,5754,4
1150,592,4
1150,1312,4
1150,212,4
1150,3412,4
1127,5969,3
1127,3333,4
1127,2400,4
1127,3406,3
1127,1167,4
1127,3979,4
1127,481,4
1127,1801,3
1127,95,3
1127,5237,4
1150,8625,2
1150,7079,4
1150,7563,5
1150,4763,4
1150,688,4
1150,29,1
1150,236,3
1150,82,4
1150,959,3
1150,2339,3
1150,587,3
1150,2975,5
1150,4640,5
1150,2869,5
1150,1214,3
1150,2002,3
1150,772,3
1148,424,2
1148,323,5
1148,522,4
1148,38,2
1148,5983,5
1148,378,2
1148,662,3
1148,94,5
1148,45,5
1148,2451,1
1148,828,3
1148,131,4
1148,8878,3
1148,1435,2
1148,148,1
1148,1055,4
1148,10,5
1148,4,5
1148,113,2
1148,2489,4
1148,225,5
1148,2875,5
1148,92,3
978,194,2
978,646,2
978,233,3
978,1444,2
978,271,3
978,508,3
978,383,4
1172,1057,3
1172,189,5
1172,45,5
1172,23,4
1172,27,4
1172,24,5
1172,18,4
1172,26,5
1172,60,4
1172,21,4
1172,2,5
1172,2064,4
1172,3979,5
1172,672,5
1172,1410,3
1172,1741,3
1172,3752,4
1172,2235,4
1172,671,5
1172,7748,5
1172,200,5
1172,9116,3
1172,6211,5
1172,5469,4
1172,53,3
1172,33,3
978,793,4
1137,111,3
976,326,2
976,839,1
1148,172,3
1148,436,2
1148,297,4
1148,233,5
1148,1239,5
1200,7030,4
1200,7747,4
1200,209,5
1200,1802,5
1200,431,4
1200,4422,5
1200,937,5
1200,1394,4
1200,450,3
1200,891,4
1200,1228,4
1200,1127,4
1200,1034,3
1200,1363,4
1200,1304,4
1200,1340,4
1200,2594,3
1200,9217,3
1200,3688,3
1200,53,3
1200,219,3
1200,8,1
1200,113,3
1200,297,4
1200,65,4
1200,709,3
1200,2440,3
1200,173,4
1200,5,4
1200,4,4
1200,27,4
1200,2,3
1200,21,4
1200,23,3
1200,18,3
1200,24,3
1200,117,3
1137,411,2
1137,308,2
1137,1063,2
1137,46,4
1137,848,3
1137,160,4
1137,204,3
1137,497,2
1137,2426,3
1137,2741,3
1200,1269,4
1200,7,5
1200,1186,2
1200,561,3
1200,1383,4
976,765,4
1200,9480,3
1200,1450,3
978,219,3
978,736,5
978,326,4
1047,2632,5
1221,1139,4
1221,2513,4
1221,911,1
1221,2041,4
1221,2155,2
1221,1795,3
1221,1987,4
1221,725,4
1221,6323,3
1221,4524,3
1221,553,4
1221,818,3
1221,488,3
1221,953,4
1221,496,4
1221,57,5
875,570,4
875,2193,1
875,78,3
875,238,2
1138,718,3
1138,887,5
1138,2314,5
1138,3388,5
1138,7416,5
1138,121,4
1138,597,4
1138,961,5
763,4250,3
872,1025,4
872,9176,4
872,4715,4
872,504,5
872,8854,5
872,3140,4
872,4482,4
872,4327,4
872,22,4
872,1083,3
872,5691,2
872,7654,2
872,8680,2
